,Date,Contributor,Zip,Amount,Recipient,Record Type Description,Source Description
604,7/10/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Ross, Richard",Committee,2013 Year-end Report (ND)
605,9/12/2013,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Matewsky, Wayne",Committee,2013 Year-end Report (ND)
606,9/17/2013,GREATER BOSTON REAL ESTATE BOARD,2108,$200.00 ,"Collins, Nicholas P.",Union/Association,2013 Year-end Report (ND)
607,9/19/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Walsh, Chris",Committee,2013 Year-end Report (ND)
608,10/3/2013,Greater Boston Real Estate Board Pac,02108-3011,$250.00 ,"Flaherty Jr., Michael F.",Individual,10/3/13 Deposit Report
609,10/4/2013,GREATER BOSTON REAL ESTATE BOARD,2108,$250.00 ,"Ciommo, Mark",Union/Association,10/4/13 Deposit Report
610,10/7/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"O'Connor Ives, Kathleen A.",Committee,2013 Year-end Report (ND)
611,10/9/2013,Greater Boston Real Estate Board PAC,2108,$500.00 ,"Connolly, John R.",Committee,10/9/13 Deposit Report
612,10/12/2013,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Walsh, Martin J.",Committee,10/12/13 Deposit Report
613,10/16/2013,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Candaras, Gale D.",Committee,2013 Year-end Report (ND)
614,10/22/2013,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Donoghue, Eileen",Committee,2013 Year-end Report (ND)
615,10/28/2013,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$150.00 ,"LaMattina, Salvatore",Union/Association,10/28/13 Deposit Report
616,11/18/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Stanley, Thomas M.",Committee,2013 Year-end Report (ND)
617,11/18/2013,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Atkins, Cory",Committee,2013 Year-end Report (ND)
618,11/22/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Garlick, Denise",Committee,2013 Year-end Report (ND)
619,11/25/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Roy, Jeffrey N.",Committee,2013 Year-end Report (ND)
620,11/26/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Rogers, David M.",Union/Association,2013 Year-end Report (ND)
621,11/30/2013,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$100.00 ,"Rosenberg, Stanley C.",Union/Association,2013 Year-end Report (ND)
622,12/2/2013,Greater Boston Real Estate Board PAC,02108-1887,$150.00 ,"Jackson, Tito",Individual,12/2/13 Deposit Report
623,12/11/2013,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$200.00 ,"DiDomenico, Sal N.",Union/Association,2013 Year-end Report (ND)
624,12/20/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Timilty, James E.",Committee,2013 Year-end Report (ND)
625,12/30/2013,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Naughton Jr., Harold P.",Individual,12/30/13 Deposit Report
626,12/31/2013,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Timilty, Walter F.",Committee,2013 Year-end Report (ND)
627,1/7/2014,GREATER BOSTON REAL ESTATE BOARD,2108,$300.00 ,"Walsh, Steven M.",Union/Association,2014 Year-end Report (ND)
628,1/31/2014,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Coppinger, Edward F.",Committee,2014 Pre-primary Report (ND)
629,1/31/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Moore, Richard T.",Committee,2014 Pre-primary Report (ND)
630,2/10/2014,Greater Boston Real Estate BD,2106,$250.00 ,"Linehan, William 'Bill'",Committee,2/10/14 Deposit Report
631,2/14/2014,Greater Boston Real Estate Board ,2108,$300.00 ,"Galvin, William F.",Committee,2/14/14 Deposit Report
632,2/21/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Joyce, Brian A.",Committee,2014 Pre-primary Report (ND)
633,3/4/2014,GREATER BOSTON REAL ESTATE BOARD POLITICAL ACTION COMMITTEE,2108,$200.00 ,"Donato, Paul J.",Union/Association,2014 Pre-primary Report (ND)
634,3/6/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Dempsey, Brian S.",Committee,2014 Pre-primary Report (ND)
635,3/6/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Sanchez, Jeffrey",Committee,2014 Pre-primary Report (ND)
636,3/26/2014,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Murphy, Stephen J.",Committee,3/26/14 Deposit Report
637,4/1/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Brewer, Stephen M.",Committee,2014 Year-end Report (ND)
638,4/1/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Welch, James T.",Committee,2014 Pre-primary Report (ND)
639,4/2/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Jones Jr., Bradley H.",Committee,2014 Pre-primary Report (ND)
640,4/7/2014,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Chan, Tackey",Committee,2014 Pre-primary Report (ND)
641,4/7/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Livingstone, Jay",Committee,2014 Pre-primary Report (ND)
642,4/7/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Brodeur, Paul",Committee,2014 Pre-primary Report (ND)
643,4/7/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"O'Connor Ives, Kathleen A.",Committee,2014 Pre-primary Report (ND)
644,4/8/2014,GREATER BOSTON REAL ESTATE BOARD,2108,$200.00 ,"Basile, Carlo",Union/Association,2014 Pre-primary Report (ND)
645,4/9/2014,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Moore, Michael",Committee,2014 Pre-primary Report (ND)
646,4/9/2014,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Bradley, Garrett J.",Committee,2014 Pre-primary Report (ND)
647,4/10/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Straus, William M.",Committee,2014 Pre-primary Report (ND)
648,4/14/2014,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$500.00 ,"Murray, Therese",Union/Association,2014 Year-end Report (ND)
649,4/14/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Cusack, Mark James",Committee,2014 Pre-primary Report (ND)
650,4/16/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Scibak, John W.",Committee,2014 Pre-primary Report (ND)
651,4/17/2014,Greater Boston Real Estate Board,02108-1887,$150.00 ,"Cullinane, Dan",Committee,2014 Pre-primary Report (ND)
652,4/17/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Naughton Jr., Harold P.",Union/Association,2014 Pre-primary Report (ND)
653,4/20/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Nangle, David M.",Committee,2014 Pre-primary Report (ND)
654,4/24/2014,Greater Boston Real Estate Board PAC,02108-1804,$300.00 ,"Rush, Michael F.",Committee,2014 Pre-primary Report (ND)
655,4/30/2014,GREATER BOSTON REAL ESTATE BOARD,2108,$250.00 ,"Ciommo, Mark",Union/Association,4/30/14 Deposit Report
656,5/1/2014,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Flanagan, Jennifer L.",Committee,2014 Pre-primary Report (ND)
657,5/5/2014,GREATER BOSTON REAL ESTATE BOARD,2108,$200.00 ,"Michlewitz, Aaron",Union/Association,2014 Pre-primary Report (ND)
658,5/5/2014,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$300.00 ,"Petruccelli, Anthony W.",Union/Association,2014 Pre-primary Report (ND)
659,5/8/2014,GREATER BOSTON REAL ESTATE BOARD PAC (80606),2108,$200.00 ,"DiDomenico, Sal N.",Union/Association,2014 Pre-primary Report (ND)
660,5/13/2014,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$250.00 ,"LaMattina, Salvatore",Union/Association,5/13/14 Deposit Report
661,5/20/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Hogan, Kate",Committee,2014 Pre-primary Report (ND)
662,5/21/2014,Greater Boston Real Estate Board PAC,2108,$500.00 ,Committee for a Democratic Senate Pol Action Comm.,Committee,2014 Pre-primary Report (PAC)
663,5/22/2014,GREATER BOSTON REAL ESTATE BOARD,2108,$200.00 ,"Collins, Nicholas P.",Union/Association,2014 Pre-primary Report (ND)
664,5/29/2014,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$300.00 ,"McGee, Thomas M.",Union/Association,2014 Pre-primary Report (ND)
665,5/30/2014,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Fennell, Robert F.",Committee,2014 Pre-primary Report (ND)
666,5/30/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Tarr, Bruce",Committee,2014 Pre-primary Report (ND)
667,6/16/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Honan, Kevin G.",Committee,2014 Pre-primary Report (ND)
668,6/18/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Downing, Benjamin",Committee,2014 Pre-primary Report (ND)
669,6/25/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Sannicandro, Tom",Committee,2014 Pre-primary Report (ND)
670,6/25/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Timilty, James E.",Committee,2014 Pre-primary Report (ND)
671,6/25/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Decker, Marjorie C.",Committee,2014 Pre-primary Report (ND)
672,6/27/2014,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Spilka, Karen",Committee,2014 Pre-primary Report (ND)
673,6/30/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Zakim, Joshua",Committee,6/30/14 Deposit Report
674,7/1/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Wu, Michelle",Committee,7/1/14 Deposit Report
675,7/8/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Toomey Jr., Timothy J.",Committee,2014 Pre-primary Report (ND)
676,7/9/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Rogers, David M.",Committee,2014 Pre-primary Report (ND)
677,7/23/2014,Greater Boston Real Estate Board PAC,02108-1915,$500.00 ,Committee for a Democratic House Political Action Committee,Committee,2014 Pre-primary Report (PAC)
678,7/23/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Rodrigues, Michael J.",Committee,2014 Pre-primary Report (ND)
679,7/30/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Gordon, Kenneth I.",Committee,2014 Pre-primary Report (ND)
680,8/11/2014,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Murphy, James",Committee,2014 Pre-primary Report (ND)
681,9/22/2014,Greater Boston Real Estate Board Pac,02108-1887,$250.00 ,"Flaherty Jr., Michael F.",Individual,9/22/14 Deposit Report
682,9/26/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Speliotis, Theodore C.",Committee,2014 Pre-election Report (ND)
683,9/30/2014,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$500.00 ,"Baker, Charles D.",Committee,9/30/14 Deposit Report
684,10/1/2014,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Keenan, John F.",Committee,2014 Pre-election Report (ND)
685,10/14/2014,Greater Boston Real Estate Board,02108-1887,$300.00 ,"Kerrigan, Stephen J.",Committee,10/14/14 Deposit Report
686,10/15/2014,GREATER BOSTON REAL ESTATE BOARD PAC,2108,$300.00 ,"Polito, Karyn E.",Committee,10/15/14 Deposit Report
687,10/20/2014,Greater Boston Real Estate Board PAC,02108-1887,$500.00 ,"Coakley, Martha",Committee,10/20/14 Deposit Report
688,10/24/2014,Greater Boston Real Estate Board PAC,2108,$100.00 ,"Livingstone, Jay",Committee,2014 Year-end Report (ND)
689,11/13/2014,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Baker, Frank",Committee,11/13/14 Deposit Report
690,12/9/2014,Greater Boston Real Estate Board PAC,02108-1887,$500.00 ,"Walsh, Martin J.",Committee,12/9/14 Deposit Report
691,12/22/2014,Greater Boston Real Estate Board PAC,2108,$250.00 ,"McCarthy, Timothy Patrick",Committee,12/22/14 Deposit Report
692,12/30/2014,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Forry, Linda Dorcena",Committee,2014 Year-end Report (ND)
693,2/13/2015,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Coppinger, Edward F.",Committee,2015 Mid-Year Report (ND)
694,2/20/2015,Greater Boston Real Estate Board,2108,"$4,456.45 ",Greater Boston Real Estate Board PAC,Transfer from Savings,2/20/15 Deposit Report
695,2/24/2015,Greater Boston Real Estate Board ,2108,$300.00 ,"Galvin, William F.",Committee,2/24/15 Deposit Report
696,2/27/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Spilka, Karen",Committee,2015 Mid-Year Report (ND)
697,2/27/2015,Greater Boston Real Estate Board PAC,2108,$200.00 ,"O'Connor Ives, Kathleen A.",Committee,2015 Mid-Year Report (ND)
698,3/2/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Naughton, Harold P.",Union/Association,2015 Mid-Year Report
699,3/3/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Timilty, James E.",Committee,2015 Mid-Year Report (ND)
700,3/5/2015,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Lawn, John",Committee,2015 Mid-Year Report (ND)
701,3/5/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Welch, James T.",Committee,2015 Mid-Year Report (ND)
702,3/17/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Forry, Linda Dorcena",Committee,2015 Mid-Year Report (ND)
703,3/23/2015,Greater Boston Real Estate Board,2108,$250.00 ,"Linehan, William 'Bill'",Union/Association,3/23/15 Deposit Report
704,3/25/2015,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Ryan, Daniel Joseph",Committee,2015 Mid-Year Report (ND)
705,3/26/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Donnelly, Kenneth J.",Committee,2015 Mid-Year Report (ND)
706,3/26/2015,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Cullinane, Dan",Committee,2015 Mid-Year Report (ND)
707,3/26/2015,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Dempsey, Brian S.",Committee,2015 Mid-Year Report (ND)
708,3/30/2015,Greater Boston Real Estate Board PAC,02108-1804,$350.00 ,"Healey, Maura T.",Committee,3/30/15 Deposit Report
709,4/1/2015,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Jones Jr., Bradley H.",Committee,2015 Mid-Year Report (ND)
710,4/2/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Joyce, Brian A.",Committee,2015 Mid-Year Report (ND)
711,4/2/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Downing, Benjamin",Committee,2015 Mid-Year Report (ND)
712,4/7/2015,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Kocot, Peter V.",Committee,2015 Mid-Year Report (ND)
713,4/7/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Michlewitz, Aaron",Committee,2015 Mid-Year Report
714,4/7/2015,Greater Boston Real Estate Board PAC # 80606,02108-1887,$300.00 ,"Chandler, Harriette L.",Committee,2015 Mid-Year Report (ND)
715,4/8/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Straus, William M.",Committee,2015 Mid-Year Report (ND)
716,4/9/2015,Greater Boston Real Estate Board PAC,2108,$250.00 ,"McCarthy, Timothy Patrick",Committee,4/9/15 Deposit Report
717,4/9/2015,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Flanagan, Jennifer L.",Committee,2015 Mid-Year Report (ND)
718,4/10/2015,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Ciommo, Mark",Committee,4/10/15 Deposit Report
719,4/13/2015,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Galvin, William C.",Committee,2015 Mid-Year Report (ND)
720,4/13/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Scibak, John W.",Committee,2015 Mid-Year Report (ND)
721,4/14/2015,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Carvalho, Evandro C.",Committee,2015 Mid-Year Report (ND)
722,4/15/2015,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Parisella, Jerald A.",Committee,2015 Mid-Year Report (ND)
723,4/27/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Speliotis, Theodore C.",Committee,2015 Mid-Year Report (ND)
724,4/27/2015,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Cusack, Mark James",Committee,2015 Mid-Year Report (ND)
725,4/28/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Golden Jr., Thomas A.",Committee,2015 Mid-Year Report (ND)
726,4/29/2015,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Murphy, Stephen J.",Committee,4/29/15 Deposit Report
727,5/1/2015,Greater Boston Real Estate Board,2108,$200.00 ,"DiDomenico, Sal N.",Union/Association,2015 Mid-Year Report (ND)
728,5/1/2015,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Gordon, Kenneth I.",Committee,2015 Mid-Year Report (ND)
729,5/1/2015,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Bradley, Garrett J.",Committee,2015 Mid-Year Report (ND)
730,5/6/2015,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Zakim, Joshua",Committee,5/6/15 Deposit Report
731,5/8/2015,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Hogan, Kate",Committee,2015 Mid-Year Report (ND)
732,5/12/2015,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Livingstone, Jay",Committee,2015 Mid-Year Report (ND)
733,5/12/2015,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Brodeur, Paul",Committee,2015 Mid-Year Report (ND)
734,5/12/2015,Greater Boston Real Estate Board PAC,2108,$200.00 ,"O'Day, James J.",Committee,2015 Mid-Year Report (ND)
735,5/13/2015,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Moore, Michael",Committee,2015 Mid-Year Report (ND)
736,5/14/2015,Greater Boston Real Estate Board Pac,02108-1887,$250.00 ,"Flaherty Jr., Michael F.",Committee,5/14/15 Deposit Report
737,5/15/2015,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Petruccelli, Anthony W.",Committee,2015 Mid-Year Report (ND)
738,5/19/2015,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Kafka, Louis L.",Committee,2015 Mid-Year Report (ND)
739,5/20/2015,Greater Boston Real Estate Board PAC,2108,$200.00 ,"McMurtry, Paul",Committee,2015 Mid-Year Report (ND)
740,5/21/2015,Greater Boston Real Estate Board PAC,02108-1915,$500.00 ,Committee for a Democratic House Political Action Committee,Committee,5/21/15 Deposit Report
741,5/21/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Honan, Kevin G.",Committee,2015 Mid-Year Report (ND)
742,5/30/2015,Greater Boston Real Estate Board Pac,2108,$500.00 ,"Honan, Kevin G.",Committee,2015 Mid-Year Report (ND)
743,6/3/2015,Greater Boston Real Estate Board PAC,02108-1887,$250.00 ,"LaMattina, Salvatore",Committee,6/3/15 Deposit Report
744,6/4/2015,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Benson, Jennifer",Committee,2015 Mid-Year Report (ND)
745,6/4/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Sanchez, Jeffrey",Committee,2015 Mid-Year Report (ND)
746,6/4/2015,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Rush, Michael F.",Committee,2015 Mid-Year Report (ND)
747,6/15/2015,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Decker, Marjorie C.",Committee,2015 Mid-Year Report (ND)
748,6/24/2015,Greater Boston Real Estate Board,2108,$150.00 ,"Hunt, Daniel J.",Union/Association,2015 Mid-Year Report (ND)
749,6/25/2015,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Keenan, John F.",Committee,2015 Mid-Year Report (ND)
750,6/29/2015,Greater Boston Real Estate Board Political Action Committee,2108,$150.00 ,"Arciero, Jim",Committee,2015 Mid-Year Report (ND)
751,7/16/2015,Greater Boston Real Estate Board PAC,02108-1887,$150.00 ,"Jackson, Tito",Committee,7/16/15 Deposit Report
752,7/21/2015,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Tarr, Bruce",Committee,2015 Year-end Report (ND)
753,7/23/2015,Greater Boston Real Estate Board Pac,,$300.00 ,"Rodrigues, Michael J.",Committee,2015 Year-end Report (ND)
754,7/28/2015,Greater Boston Real Estate Board PAC #80606 ,2108,$200.00 ,"Moran, Michael J.",Union/Association,2015 Year-end Report (ND)
755,7/31/2015,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Toomey Jr., Timothy J.",Committee,7/31/15 Deposit Report
756,8/5/2015,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Madaro, Adrian",Committee,2015 Year-end Report (ND)
757,8/6/2015,Greater Boston Real Estate Board PAC,2108,$300.00 ,"McGee, Thomas M.",Committee,2015 Year-end Report (ND)
758,8/14/2015,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Timilty, Walter F.",Committee,2015 Year-end Report (ND)
759,8/28/2015,Greater Boston Real Estate Board PAC,02108-1804,$250.00 ,"Baker, Frank",Committee,8/28/15 Deposit Report
760,9/11/2015,Greater Boston Real Estate Board PAC,02108-1804,$500.00 ,"Rosenberg, Stanley C.",Committee,2015 Year-end Report (ND)
761,9/28/2015,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Chan, Tackey",Committee,2015 Year-end Report (ND)
762,10/2/2015,Greater Boston Real Estate Board PAC,02108-1804,$500.00 ,Committee for a Democratic Senate Pol Action Comm.,Committee,10/2/15 Deposit Report
763,10/16/2015,Greater Boston Real Estate Board PAC,02108-1887,$100.00 ,"Rivera, Daniel",Committee,10/16/15 Deposit Report
764,10/19/2015,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Smizik, Frank I.",Committee,2015 Year-end Report (ND)
765,10/23/2015,Greater Boston Real Estate Board Pol Action Comm.,02108-1804,$200.00 ,"Lesser, Eric Phillip",Committee,2015 Year-end Report (ND)
766,10/27/2015,Greater Boston Real Estate Board PAC,02108-1887,$500.00 ,"Walsh, Martin J.",Committee,10/27/15 Deposit Report
767,11/17/2015,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Barber, Christine P.",Committee,2015 Year-end Report (ND)
768,11/18/2015,Greater Boston Real Estate Board Pac,2108,$300.00 ,"L'Italien, Barbara",Committee,2015 Year-end Report (ND)
769,11/20/2015,Greater Boston Real Estate Board Pac,2108,$250.00 ,"deMacedo, Vinny",Committee,2015 Year-end Report (ND)
770,11/20/2015,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Rogers, John H.",Committee,2015 Year-end Report (ND)
771,11/23/2015,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Nangle, David M.",Committee,2015 Year-end Report
772,11/25/2015,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Rogers, David M.",Committee,2015 Year-end Report (ND)
773,12/11/2015,Greater Boston Real Estate Board PAC,2108,$150.00 ,"George, Annissa",Committee,12/11/15 Deposit Report
774,12/31/2015,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Mariano, Ronald",Committee,2015 Year-end Report (ND)
775,1/28/2016,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Ryan, Daniel Joseph",Committee,2016 Pre-primary Report (ND)
776,2/13/2016,Greater Boston Real Estate Board PAC,02108-1804,$500.00 ,"Rosenberg, Stanley C.",Committee,2016 Pre-primary Report (ND)
777,2/23/2016,Greater Boston Real Estate Board Political Action Committee,02108-1804,$200.00 ,"Donato, Paul J.",Committee,2016 Pre-primary Report (ND)
778,2/25/2016,Greater Boston Real Estate Board PAC,2108,$150.00 ,"O'Malley, Matthew J.",Committee,2/25/16 Deposit Report
779,2/25/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Kaufman, Jay R.",Committee,2016 Pre-primary Report (ND)
780,2/26/2016,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Galvin, William F.",Committee,2/26/16 Deposit Report
781,2/26/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Naughton, Harold P.",Committee,2016 Pre-Primary Report
782,2/27/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Chandler, Harriette L.",Committee,2016 Pre-primary Report (ND)
783,3/1/2016,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Wu, Michelle",Committee,3/1/16 Deposit Report
784,3/2/2016,Greater Boston Real Estate Board PAC,2108,$200.00 ,"Chan, Tackey",Committee,2016 Pre-primary Report (ND)
785,3/9/2016,Greater Boston Real Estate Board PAC,2108,$250.00 ,"Coppinger, Edward F.",Committee,2016 Pre-primary Report (ND)
786,3/10/2016,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Donnelly, Kenneth J.",Committee,2016 Pre-primary Report (ND)
787,3/11/2016,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Kocot, Peter V.",Committee,2016 Pre-primary Report (ND)
788,3/17/2016,Greater Boston Real Estate Board PAC,2108,$150.00 ,"Carvalho, Evandro C.",Committee,2016 Pre-primary Report (ND)
789,3/23/2016,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Brodeur, Paul",Committee,2016 Pre-primary Report (ND)
790,3/23/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Mariano, Ronald",Committee,2016 Pre-primary Report (ND)
791,3/23/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Welch, James T.",Committee,2016 Pre-primary Report (ND)
792,3/28/2016,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Arciero, Jim",Committee,2016 Pre-primary Report (ND)
793,3/29/2016,Greater Boston Real Estate Board PAC,02108-1887,$250.00 ,"LaMattina, Salvatore",Committee,3/29/16 Deposit Report
794,3/29/2016,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Scibak, John W.",Committee,2016 Pre-primary Report (ND)
795,3/29/2016,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Wagner, Joseph F.",Committee,2016 Pre-primary Report (ND)
796,3/31/2016,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Golden Jr., Thomas A.",Committee,2016 Pre-primary Report (ND)
797,3/31/2016,Greater Boston Real Estate Board Pac,2108,$300.00 ,"Flanagan, Jennifer L.",Committee,2016 Pre-primary Report (ND)
798,3/31/2016,Greater Boston Real Estate Board PAC,02108-1887,$300.00 ,"Dempsey, Brian S.",Committee,2016 Pre-primary Report (ND)
799,4/5/2016,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Hogan, Kate",Committee,2016 Pre-primary Report (ND)
800,4/6/2016,Greater Boston Real Estate Board Pac,2108,$150.00 ,"Parisella, Jerald A.",Committee,2016 Pre-primary Report (ND)
801,4/6/2016,Greater Boston Real Estate Board PAC,92131,$300.00 ,"Jones Jr., Bradley H.",Committee,2016 Pre-primary Report (ND)
802,4/7/2016,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Straus, William M.",Committee,2016 Pre-primary Report (ND)
803,4/12/2016,Greater Boston Real Estate Board Pac,2108,$250.00 ,"McCarthy, Timothy Patrick",Committee,4/12/16 Deposit Report
804,4/12/2016,Greater Boston Real Estate Board Pac,2108,$250.00 ,"Linehan, William 'Bill'",Committee,4/12/16 Deposit Report
805,4/12/2016,Greater Boston Real Estate Board PAC,2108,$300.00 ,"Forry, Linda Dorcena",Committee,2016 Pre-primary Report (ND)
806,4/13/2016,Greater Boston Real Estate Board Pac,2108,$200.00 ,"Bradley, Garrett J.",Committee,2016 Pre-primary Report (ND)
